id,product_code,name,volume,price,category,stock,image_url,target_gender,target_age_group,mood_tag,usage_context
84,a4592c5b-8367-4468-b3e8-cbda4d9c38fa,Rượu soju Rice+ hương vải 12.5% chai 360ml,1 chai,45000,Đồ uống có cồn,116,https://cdn.tgdd.vn/Products/Images/9498/319969/bhx/ruou-soju-rice-huong-vai-125-chai-360ml-202401071912573306.jpg,unisex,25_34,neutral,daily
85,c34d6ee1-5a04-45bf-9b79-84e2f5289aef,Thùng 24 lon nước ngọt Pepsi không calo vị chanh 320ml,1 thùng,168000,Nước giải khát,144,https://cdnv2.tgdd.vn/bhx-static/bhx/Products/Images/2443/227311/bhx/thung-24-lon-nuoc-ngot-pepsi-khong-calo-vi-chanh-330ml_202510311433238230.jpg,unisex,25_34,happy,party
86,4544a866-890a-460f-93db-542521c75fa7,Thùng 24 chai nước ngọt 7 Up vị chanh 390ml,1 thùng,118000,Rau gia vị,22,https://cdnv2.tgdd.vn/bhx-static/bhx/Products/Images/2443/79125/bhx/nuoc-ngot-7-up-thung-24-chai-390_202509050857354535.jpg,unisex,25_34,happy,party
87,b336ff02-4595-449e-ada1-c89697da7fc2,Thùng 12 chai nước ngọt Mirinda vị soda kem 1.5 lít,1 thùng,180000,Kem,155,https://cdn.tgdd.vn/Products/Images/2443/200782/bhx/thung-12-chai-nuoc-ngot-mirinda-vi-soda-kem-15-lit-202403281442114638.jpg,unisex,25_34,happy,party
88,e26b7e68-b6d3-48b3-afc4-352c85e6962a,Thùng 24 chai nước ngọt Mirinda hương xá xị 390ml,1 thùng,118000,Nước giải khát,197,https://cdn.tgdd.vn/Products/Images/2443/79149/bhx/thung-24-chai-nuoc-ngot-mirinda-huong-xa-xi-390ml-202310311417451013.jpg,unisex,25_34,happy,party
89,4362ec25-fdc1-4b2a-9588-6642962e5302,Thùng 24 chai nước ngọt Pepsi Cola 390ml,1 thùng,118000,Nước giải khát,132,https://cdn.tgdd.vn/Products/Images/2443/83601/bhx/thung-24-chai-nuoc-ngot-pepsi-cola-390ml-202405131540090674.jpg,unisex,25_34,happy,party
90,61c35ff1-5a92-4568-9870-e345bc73a24c,Nước ngọt Coca Cola lon 320ml,1 thùng,10000,Nước giải khát,70,https://cdn.tgdd.vn/Products/Images/2443/76451/bhx/nuoc-ngot-coca-cola-lon-320ml-202304131107525481.jpg,unisex,25_34,happy,party
91,845e5e02-35a6-498e-9420-f6d30ae72b04,6 lon nước ngọt Coca Cola 320ml,1 lốc,52000,Nước giải khát,159,https://cdn.tgdd.vn/Products/Images/2443/125398/bhx/6-lon-nuoc-ngot-coca-cola-320ml-202303181532309738.jpg,unisex,25_34,happy,party
92,6774e6fd-3534-44d2-8bf7-40170e50ac56,Nước ngọt Fanta hương xá xị chai 1.5 lít,1 chai,21000,Nước giải khát,156,https://cdnv2.tgdd.vn/bhx-static/bhx/Products/Images/2443/76457/bhx/z-18_202411041433399075.jpg,unisex,25_34,happy,party
93,204e5daa-e27a-42e2-ad34-d29fcb5d84a5,6 lon nước ngọt Mirinda vị soda kem 320ml,1 lốc,63000,Kem,141,https://cdn.tgdd.vn/Products/Images/2443/195220/bhx/6-lon-nuoc-ngot-mirinda-vi-soda-kem-320ml-202312260911089105.jpg,unisex,25_34,happy,party
94,d1b9db4c-7740-417c-9d54-b450251614c9,Nước ngọt Mirinda hương xá xị lon 320ml,1 lon,10000,Nước giải khát,134,https://cdn.tgdd.vn/Products/Images/2443/86628/bhx/nuoc-ngot-mirinda-huong-xa-xi-lon-320ml-202312252213207503.jpg,unisex,25_34,happy,party
95,0f57e196-eacf-4d9f-89a6-5fdd236a80c9,Bánh cracker rau củ chà bông Tipo hộp 132g,1 hộp,27000,Rau củ tươi,35,https://cdnv2.tgdd.vn/bhx-static/bhx/Products/Images/3357/339261/bhx/banh-cracker-rau-cu-cha-bong-tipo-hop-132g_202506251958074162.jpg,unisex,25_34,happy,snack
96,a903b525-93ec-4602-bf74-099d44d3ea67,Bánh cuộn phủ socola hương vani Gery Crunch Roll gói 23g,1 bánh,5000,Snack,70,https://cdnv2.tgdd.vn/bhx-static/bhx/Products/Images/3357/339260/bhx/banh-cuon-phu-socola-gery-crunch-roll-hop-299g-clone_202506061624289163.jpg,unisex,25_34,happy,snack
97,37f71635-5dd1-431a-b46d-bc5c35acb0ec,Bánh cuộn phủ socola Gery Crunch Roll gói 23g,1 bánh,5000,Snack,152,https://cdnv2.tgdd.vn/bhx-static/bhx/Products/Images/3357/339259/bhx/anh-slide-41_202506061602367848.jpg,unisex,25_34,happy,snack
98,ee26af7b-4793-4bac-83ef-42dcff20b99a,Bánh cracker vị dừa sầu riêng Bibica Gooka Nougat Filling hộp 360g,1 hộp,65000,Snack,37,https://cdnv2.tgdd.vn/bhx-static/bhx/Products/Images/3357/332446/bhx/anh-slide-11_202411251536233594.jpg,unisex,25_34,happy,snack
99,14b30760-cebe-46ff-8768-3e7e7bbdcae5,Bánh quy bơ và cacao Danisa Abbracci hộp 168g,1 hộp,35500,Snack,163,https://cdnv2.tgdd.vn/bhx-static/bhx/Products/Images/3357/332445/bhx/sderffff_202411251522384110.jpg,unisex,25_34,happy,snack
100,46b1b7b5-3a08-4c49-96c5-44e9cf02c72d,Thùng 20 hộp Bánh quy socola Orion Miz 54g,1 thùng,290000,Snack,189,https://cdnv2.tgdd.vn/bhx-static/bhx/Products/Images/3357/331351/bhx/frame-3476037-1_202411241701446531.jpg,unisex,25_34,happy,snack
101,26b41c6b-4f50-45ec-b945-2a2e9eb74025,Thùng 20 hộp Bánh cá vị tôm nướng môi đỏ Orion Marine Boy 35g,1 thùng,260000,Snack,164,https://cdnv2.tgdd.vn/bhx-static/bhx/Products/Images/3357/331226/bhx/anh-slide-3-1_202410181910042375.jpg,unisex,UNDER_18,happy,snack
102,81606b2f-15e4-4ffc-a73b-fe9afc07043e,Bánh quy socola chip nhân kem dâu Parle Platina Hide & Seek gói 112.5g,1 bánh,25000,Snack,51,https://cdnv2.tgdd.vn/bhx-static/bhx/Products/Images/3357/330758/bhx/anh-slide-54_202410071449349188.jpg,unisex,25_34,happy,snack
103,215bb35c-37c7-451d-8a5e-19d774e2ec28,Bánh quy socola chip nhân socola Parle Platina Hide & Seek gói 112.5g,1 bánh,26000,Snack,38,https://cdnv2.tgdd.vn/bhx-static/bhx/Products/Images/3357/330755/bhx/anh-slide-53_202410071439116611.jpg,unisex,25_34,happy,snack
104,28a42565-eba9-41ff-b3ad-4eda339d7363,Bánh quy phô mai Gery hộp 180g,1 bánh,39000,Snack,141,https://cdnv2.tgdd.vn/bhx-static/bhx/Products/Images/3357/96264/bhx/banh-quy-cracker-gery-pho-mai-hop-200gr_202510131639047799.jpg,unisex,25_34,happy,snack
105,aa137a76-b19a-456d-abc9-fefb303c0521,Bánh cá vị rong biển tuyết xanh Orion Marine Boy hộp 32g,1 bánh,13000,Snack,167,https://cdn.tgdd.vn/Products/Images/3357/83216/bhx/banh-ca-vi-rong-bien-tuyet-xanh-orion-marine-boy-hop-32g-201912151632169943.jpg,unisex,18_24,anger,snack
106,b612273d-326d-4837-811f-90d838f60748,Gạo ST25 (Túi 5kg),1 túi,160000,Gạo,145,https://drive.google.com/uc?export=view&id=16vn7TVGAui6wqsLDzwEsSawscAtn_m_y,female,35_44,neutral,cooking
107,950bc1a0-a654-4c1f-937a-91b5753c75c0,Mì Hảo Hảo Tôm Chua Cay,1 gói,4500,Mì / Bún / Phở,47,https://drive.google.com/uc?export=view&id=1PxM-OPZir_XDhWZSApjIrGiRoPAjQQSy,unisex,18_24,anger,quick_meal
108,ba0eeecc-e4ce-4bd7-b4f0-91117d028872,Thùng Mì 3 Miền (30 gói),1 thùng,85000,Mì / Bún / Phở,105,https://drive.google.com/uc?export=view&id=1FANjTaEPu6oyWD1yQcrcY3dnBNt96-7Q,unisex,18_24,tired,quick_meal
109,013d09af-48c5-4c50-9709-5b6183c5e8cc,Dầu ăn Tường An,1 lít,48000,Dầu ăn,90,https://drive.google.com/uc?export=view&id=1kiTFIZLeadggKMoXrT5bFnXxdDXsAleP,female,35_44,neutral,cooking
110,5c3c9117-2fac-436a-b807-4cba00d3d6a1,Nước mắm Nam Ngư,750ml,42000,Gia vị,190,https://drive.google.com/uc?export=view&id=1BNsBFkDPq6jLAsoWhsjNCaOzlbsJeso6,female,35_44,neutral,cooking
111,39db55d0-6784-4457-900f-d85d7b17e783,Hạt nêm Knorr (400g),1 gói,38000,Gia vị,138,https://drive.google.com/uc?export=view&id=11gM-gBEU322jwRcI_bWHzHcTF_xHniQZ,female,35_44,neutral,cooking
112,26a9aea3-5f05-45b5-81af-801b4e2e9d24,Bột ngọt Ajinomoto (454g),1 gói,32000,Gia vị,38,https://drive.google.com/uc?export=view&id=1NLjMiL1LMHdyiDiF8AztSyCCkHM6LavO,unisex,25_34,neutral,daily
113,e7753b8d-850e-4de8-935e-b4cb3e98063a,Đường tinh luyện Biên Hòa (1kg),1 gói,22000,Gia vị,135,https://drive.google.com/uc?export=view&id=1t-nvgwBVIxrrCIGTtilcx4ZllEdWjfBp,unisex,25_34,neutral,daily
114,ce2da010-513b-4127-8f02-30e3f362500e,Muối I-ốt (Gói 500g),1 gói,5000,Gia vị,66,https://drive.google.com/uc?export=view&id=1xEHY8k9zmu9c-tYTV34c0t8AQLSREuWV,unisex,25_34,neutral,daily
115,11086cc9-d30a-4145-acaf-8e2084c851f0,Tương ớt Chinsu (250g),1 chai,12000,Gia vị,156,https://drive.google.com/uc?export=view&id=1kJ-y9pWd2EZo_bIRWRRmV5y5sLUZiZaY,unisex,25_34,neutral,daily
116,de0f18f5-f3b9-44bb-9d2d-ca990368168e,Trứng gà tươi (Vỉ 10 quả),1 vỉ,30000,Trứng,94,https://drive.google.com/uc?export=view&id=1sqB3KjGygo_hcjcrWS2MonCeXJZbtr8v,unisex,25_34,neutral,daily
117,44ff85fd-7cc4-4731-9c5d-a8da1e1f1c6f,Xúc xích Vissan (Gói 5 cây),1 gói,18000,Thịt chế biến,58,https://drive.google.com/uc?export=view&id=1_vKIp4jgGlMkIqbSmDqmJOsOKHpclwzI,unisex,25_34,neutral,daily
118,071cea0f-3714-449f-b21f-86ddce66fd4d,Cá hộp 3 Cô Gái,1 hộp,20000,Đồ hộp,175,https://drive.google.com/uc?export=view&id=1EbQfB98L9w1mZBxTZ_t1OlQmcg0eKmnO,unisex,25_34,neutral,daily
119,b3278e99-958a-4236-81bc-9cd0c9604c9c,Lốc 4 sữa tươi TH True Milk,1 lốc,32000,Sữa & chế phẩm,48,https://drive.google.com/uc?export=view&id=1erfosPXL8myD2B5UolfFUChsvl9xB9te,unisex,25_34,neutral,daily
120,95bd5a46-0188-4553-927a-64cb57498ebc,Lốc 4 sữa chua Vinamilk,1 lốc,24000,Sữa & chế phẩm,12,https://drive.google.com/uc?export=view&id=1tGXeuY67m_3hJ5JYW1lSOp64ITDToeg9,unisex,25_34,neutral,daily
121,827e4a51-3225-4f53-a04f-e03b0e5b9f8d,Sữa đặc Ông Thọ (Lon),1 lon,26000,Sữa & chế phẩm,190,https://drive.google.com/uc?export=view&id=1dvLxnYBoCB9jHpQnO57CfMcUndKSQffH,unisex,25_34,neutral,daily
122,eb6dd78c-2cff-4373-a62a-ad27ce8d8d87,Cà phê G7 3in1 (Hộp 18 gói),1 hộp,52000,Cà phê,175,https://drive.google.com/uc?export=view&id=1YdDsZgCbP4ViPHl3WDZ4G9_4qgIh69_J,unisex,25_34,neutral,daily
123,b5986a34-443f-4122-a13b-528f10e97ea5,Trà Lipton Túi lọc (Hộp 25 gói),1 hộp,35000,Trà,43,https://drive.google.com/uc?export=view&id=1Ww-YJPOZp9vN5y5BhJze6ff6zM7BeRmi,unisex,25_34,neutral,daily
124,4603c6b9-3f0e-4455-9c80-afad12742d51,Nước suối Aquafina (500ml),1 chai,5000,Nước giải khát,198,https://drive.google.com/uc?export=view&id=1uP0Xb-licw2YBtC367DcjmiUPxkz5ZRN,unisex,25_34,neutral,daily
125,0865ac34-b3ed-4b11-8a79-3e59ecf6d80f,Coca Cola (Chai 1.5L),1 chai,20000,Nước giải khát,121,https://drive.google.com/uc?export=view&id=11VYZZ6JGdKjyXSvowGgqfwfhToCEHyPw,unisex,25_34,neutral,daily
126,d487390c-5ffd-47eb-b891-e9feeaeb0830,Bia Tiger Nâu (Lon 330ml),1 lon,16000,Đồ uống có cồn,182,https://drive.google.com/uc?export=view&id=16cOmrN9gpGfA4dA-ZPKuQw_S2udmoaPV,unisex,25_34,happy,party
127,93732245-6096-4556-a353-202308e968d1,Bánh ChocoPie (Hộp 6 cái),1 hộp,30000,Snack,143,https://drive.google.com/uc?export=view&id=1r2gGuC6vJ6pYYfd4YoFsuyOmev0TFvxL,unisex,18_24,sad,snack
128,a010e906-1854-42a0-944b-8bcd42f82e55,Snack Khoai tây O'Star,1 bịch,10000,Snack,182,https://drive.google.com/uc?export=view&id=1ao9jN_8dly7IxSQLu60B9wN5vVS1DBqy,unisex,25_34,happy,snack
129,fb1ea21f-cda1-4678-a372-358a68f83a9c,Kẹo cứng Dynamite,1 bịch,8000,Kẹo,132,https://drive.google.com/uc?export=view&id=1QOFoiJ-neLa60MWzxRN1yjV7WD-fHWSM,unisex,25_34,happy,snack
130,260fa104-9d28-45a7-bb5e-06b373367221,Bánh quy Cosy (Gói 200g),1 gói,15000,Snack,106,https://drive.google.com/uc?export=view&id=1JCx4DkS8W-LhEMt_SJ5WEKdlTKAMAoje,unisex,25_34,happy,snack
131,596df514-3b1f-463c-92f3-fdfb93e41684,Ngũ cốc dinh dưỡng (Gói 500g),1 gói,55000,Snack,143,https://drive.google.com/uc?export=view&id=1E9rj60Xw9QwprVb-wQoWTvL9XoNNq1QM,unisex,25_34,happy,snack
132,df4e7bad-75ab-4bb8-822a-e66ec36f0a38,Đậu phộng da cá (Hũ 200g),1 hũ,25000,Snack,46,https://drive.google.com/uc?export=view&id=1kuQWxypCd8M8Apxg3xaL5cxFiN_dNhBP,unisex,UNDER_18,happy,snack
133,7a904b8a-d0d0-4b76-95cf-4b2020758a9e,Nước tăng lực Redbull (Lon),1 lon,12000,Nước giải khát,44,https://drive.google.com/uc?export=view&id=1FwglisycLKblrZFzBeysoV7y3FuCSKc1,unisex,25_34,neutral,daily
134,f321fc35-eb7c-428c-a6bd-77a3f0df00a4,Trà xanh C2 (Chai 360ml),1 chai,7000,Nước giải khát,20,https://drive.google.com/uc?export=view&id=1YnS6dFyMy9Y8SPQiax1rZg2nQmkbXckh,unisex,25_34,neutral,daily
135,c7f42ff3-6047-4f08-866c-1b32209e3f90,Bún khô Safoco (Gói 400g),1 gói,18000,Mì / Bún / Phở,74,https://drive.google.com/uc?export=view&id=1EKhKtHjTtfaMinMcC9vLLkRTBa_156mg,unisex,18_24,tired,quick_meal
136,53ec6e96-b534-42e0-a986-9d6d2d36e86d,Dầu gội Sunsilk (Chai 650g),1 chai,110000,Chăm sóc cá nhân,178,https://drive.google.com/uc?export=view&id=1P8U6eNLdIL7PAYj7_n7JrVHwDNEOZxb3,unisex,25_34,neutral,daily
137,f0cac878-618a-41d5-9319-8b85e8c0fc27,Dầu gội Clear Men (Chai 630g),1 chai,135000,Chăm sóc cá nhân,136,https://drive.google.com/uc?export=view&id=15Adp0ovdFGabFHQW5XaQ-Sf5pUhCvOY_,unisex,25_34,neutral,daily
138,8e13d676-f7e9-477f-940b-813f80469993,Sữa tắm Lifebuoy (Chai 850g),1 chai,150000,Chăm sóc cá nhân,22,https://drive.google.com/uc?export=view&id=1vHsujbX12hCDcPxos74I7WVaof349id5,unisex,25_34,neutral,daily
139,efbd986b-4531-4883-afb4-194c9b59a109,Bột giặt OMO (Túi 3kg),1 túi,125000,Hóa phẩm tẩy rửa,90,https://drive.google.com/uc?export=view&id=1m0zsvJDd1RvS1go3BuSrMV6owu1PZiOH,unisex,25_34,neutral,daily
140,47c22c5d-813f-4e12-9e3f-a450c8a3121f,Nước giặt Ariel (Túi 2.1kg),1 túi,140000,Hóa phẩm tẩy rửa,109,https://drive.google.com/uc?export=view&id=1N_lBiQwspb8agQjPrGEueo1PrjDizTd9,unisex,25_34,neutral,daily
141,0b4a4b09-46ec-4a6b-bc41-df4393645a3e,Nước xả vải Comfort (Túi 1.6L),1 túi,115000,Hóa phẩm tẩy rửa,137,https://drive.google.com/uc?export=view&id=1OuCk0vBN1Bia8wO-8s2jvKKm143XZt0F,unisex,25_34,neutral,daily
142,11c60194-88d2-4816-997a-5553a8cb6196,Kem đánh răng P/S (180g),1 cái,28000,Chăm sóc cá nhân,101,https://drive.google.com/uc?export=view&id=1R59afvJDCYkR52HMjKs_DPMZCxgg8LsV,unisex,25_34,neutral,daily
143,a3a7acbd-4cf2-4f56-9930-63c15fc00ecc,Bàn chải đánh răng Colgate,1 cái,15000,Chăm sóc cá nhân,35,https://drive.google.com/uc?export=view&id=1m9ddwD3qr7NJP6w-EyZLqJY72xvETN42,unisex,25_34,neutral,daily
144,2869b301-5fec-407f-b472-6e72ee034c9f,Nước rửa chén Sunlight (750ml),1 chai,25000,Hóa phẩm tẩy rửa,97,https://drive.google.com/uc?export=view&id=1k4uVqs0F80066T6ggTaTXSmShU7FVTw_,unisex,25_34,neutral,daily
145,3f023ad8-02a4-4e95-8ec6-553c622e7d9d,Nước lau sàn Gift (1 Lít),1 chai,22000,Hóa phẩm tẩy rửa,170,https://drive.google.com/uc?export=view&id=1Srig_rAfecvcUHMDJKuOPb7zV21ziwv5,unisex,25_34,neutral,daily
146,fd9f259d-1ea9-4994-ae7d-d00f930fcde4,Nước tẩy bồn cầu Vim (900ml),1 chai,32000,Hóa phẩm tẩy rửa,50,https://drive.google.com/uc?export=view&id=1j7TNgfxMHlIVgpiuzR0qmBaLqFR9X-mN,unisex,25_34,neutral,daily
147,3518ef51-5bc7-4266-bbc2-6ce2d3acbc53,Giấy vệ sinh E'mos (Lốc 10),1 lốc,60000,Sản phẩm giấy,131,https://drive.google.com/uc?export=view&id=1hZJTqWZAbRjECY0dVkB7BdCeaHno1aA6,unisex,25_34,neutral,daily
148,d6f2920e-e16a-4096-8159-a938f4b8ce59,Khăn giấy rút Pulppy (Hộp),1 hộp,18000,Sản phẩm giấy,135,https://drive.google.com/uc?export=view&id=1KahD7t9Q7iJtFHLS3y49Ch-hlDXAmbhy,unisex,25_34,neutral,daily
149,37ee0bd9-0b99-403e-96ab-f314af9c2e8e,Băng vệ sinh Diana (Gói 8),1 gói,18000,Khác,13,https://drive.google.com/uc?export=view&id=1vXhadeTMrYUu3QfV5dyTbInLXr0Rbjw6,unisex,25_34,neutral,daily
150,8f4dc2fd-7d0d-449f-88a4-47cad03d38d2,Tã quần Bobby (Bịch M40),1 bịch,210000,Chăm sóc em bé,171,https://drive.google.com/uc?export=view&id=1FHIzwDvi6ilU6IXsrcj2BqxjSgSomMjU,unisex,25_34,neutral,daily
151,4e6b1095-a3cb-4d03-b747-0b3080e9a160,Xà bông cục X-Men,1 cái,15000,Khác,24,https://drive.google.com/uc?export=view&id=1bCoabksxY-SLOv1Smut-xlv07o7wbiMX,unisex,25_34,neutral,daily
152,a544d61d-edb8-4b54-ad19-8f4745d8307a,Sữa rửa mặt Acnes (100g),1 chai,55000,Chăm sóc cá nhân,65,https://drive.google.com/uc?export=view&id=1T9n3sCvHiC3PYzV0UjVtiN_PlIzhc5xu,unisex,25_34,neutral,daily
153,0fae3be1-0f57-4a82-aba9-d13e180c1943,Dao cạo râu Gillette (Cây),1 cây,12000,Chăm sóc cá nhân,86,https://drive.google.com/uc?export=view&id=1-R6crhn6FrTRBq2HG-MVPrRwIXU6Y-XO,unisex,25_34,neutral,daily
154,5b0ce6be-f2d9-4e5a-af4d-7e4477ae9970,Bọt cạo râu (Chai 200ml),1 chai,65000,Chăm sóc cá nhân,49,https://drive.google.com/uc?export=view&id=1LOJFxS3IEB5V8c7v7Jw2OOhqTMhye_7S,unisex,25_34,neutral,daily
155,4dd70e94-850f-406f-a440-c4a161d99325,Dung dịch vệ sinh phụ nữ (Chai),1 chai,35000,Chăm sóc cá nhân,55,https://drive.google.com/uc?export=view&id=15YM38yUX3xR-L5TA4WujTA3bUZ7YEAIC,unisex,25_34,neutral,daily
156,88a52c8d-5e20-4da9-b186-dba57601f4c2,Tăm bông ráy tai (Hộp),1 hộp,10000,Chăm sóc cá nhân,73,https://drive.google.com/uc?export=view&id=1VrZEcVgxMKP0joZsc5zvO6zJ9-cookcM,unisex,25_34,neutral,daily
157,9945b4f0-0b1d-46e2-b225-2cded06debbf,Khăn ướt Baby (Gói 80 tờ),1 gói,25000,Chăm sóc em bé,87,https://drive.google.com/uc?export=view&id=1DItoPhpMgjsY6h3mPtk2mjwYlrDkDSGs,unisex,25_34,neutral,daily
158,8526f078-cb9e-4c78-ae7a-ab1526ddda7d,Nước rửa tay khô (Chai 100ml),1 chai,30000,Khác,52,https://drive.google.com/uc?export=view&id=1_fSYvzyigE7Cvnu4tgSjFGbAgL_aPPoE,unisex,25_34,neutral,daily
159,faa88516-1182-495d-981d-3a5f206d2770,Sáp khử mùi phòng (Hộp),1 hộp,40000,Khác,26,https://drive.google.com/uc?export=view&id=1QNyd-GZiRpl26TKF4lr1-ZLykNJ3JLYK,unisex,25_34,neutral,daily
160,d560d1cf-83fa-47da-9467-26fa419a73ba,Thuốc xịt muỗi Raid (600ml),1 chai,65000,Khác,52,https://drive.google.com/uc?export=view&id=11Tgr9wYJqwHjuep0vDQEAag_SDo3b-9_,unisex,25_34,neutral,daily
161,d0ce3076-c06f-42af-ba23-221c0ee27198,Nhang muỗi (Hộp 10 khoanh),1 hộp,8000,Khác,200,https://drive.google.com/uc?export=view&id=1uzW03tW_Gj_n-d5LArZ45Rq6oL5wn-Gq,unisex,25_34,neutral,daily
162,8f8b80aa-8a45-4b12-add5-6d36bd69dcdf,Javel tẩy trắng (Chai 1L),1 chai,15000,Hóa phẩm tẩy rửa,31,https://drive.google.com/uc?export=view&id=1vZRPlFHzFg5NewLcw4AUnkx020Wp-LZE,unisex,25_34,neutral,daily
163,5acdac1a-898e-4a9f-8acd-f8590ce29d7b,Cọ rửa bồn cầu (Cây),1 cây,15000,Dụng cụ vệ sinh,183,https://drive.google.com/uc?export=view&id=1ljh2Bi31evTyp3zkb8--FMd-9JpTufOi,unisex,25_34,neutral,daily
164,5576682c-00ee-4aab-8888-3526e2bf7626,Bao tay cao su (Đôi),1 đôi,18000,Dụng cụ vệ sinh,82,https://drive.google.com/uc?export=view&id=1xHbrJH9B4N4cQJjk8jVC1m4bOxPGvjV7,unisex,25_34,neutral,daily
165,e7082b36-2f83-4c1f-a986-57c985941c24,Túi đựng rác (Cuộn 3 màu),1 cuộn,25000,Dụng cụ vệ sinh,17,https://drive.google.com/uc?export=view&id=1eOKzL-Uke93VJAVu83RlcRksFsVyOdWm,unisex,25_34,neutral,daily
166,96957d5e-8c41-4952-9b85-b76b950196f3,Chổi đót quét nhà,1 cái,35000,Dụng cụ vệ sinh,136,https://drive.google.com/uc?export=view&id=1I2ErYd2FBh2ctCPc63pUcBS9yCdkIQ1j,unisex,25_34,neutral,daily
167,1922c25c-8820-4cc8-9b62-4ffe1c5b9704,Cây lau nhà 360 độ (Bộ),1 bộ,180000,Dụng cụ vệ sinh,25,https://drive.google.com/uc?export=view&id=1PEuOcvaIp9NXh0iA1mMtelkdnlIqvmbK,unisex,25_34,neutral,daily
168,131a23d6-1d20-4d98-b9dd-2d0eb19e0b54,Bóng đèn LED Điện Quang 20W,1 cái,45000,Phụ kiện điện,16,https://drive.google.com/uc?export=view&id=1ewO6qHl9Kq1RAkI-XsmVQZvC3NAJGTa_,unisex,25_34,neutral,daily
169,8531a0bb-c2d8-42da-b318-d7a1cf5a767b,Ổ cắm điện nối dài (3 mét),1 cái,85000,Phụ kiện điện,198,https://drive.google.com/uc?export=view&id=1OlCsivPh9awJOCROzgdOLjWsqDjPof8Y,unisex,25_34,neutral,daily
170,b3ddb87e-8557-4283-bd9e-e384d80b0026,Pin AA Con Ó (Vỉ 4 viên),1 vỉ,10000,Pin,96,https://drive.google.com/uc?export=view&id=1NFC83wPfTiAc9V0LwrlaDQJi8BXRWFI_,unisex,25_34,neutral,daily
171,34b1c04a-0e91-4eaf-ae2d-f379c0324d29,Pin AAA Panasonic (Vỉ 2 viên),1 vỉ,15000,Pin,23,https://drive.google.com/uc?export=view&id=1CaKTjy-ojCzMF7V-dGGnieYkvAaNxrRm,unisex,25_34,neutral,daily
172,17f75c8c-ac61-4e32-8355-90e37f46cc3c,Màng bọc thực phẩm (Cuộn),1 cuộn,20000,Đồ dùng nhà bếp,92,https://drive.google.com/uc?export=view&id=1x_vzL71Bd9tpEe7mfy_el8Th0_csY50d,unisex,25_34,neutral,daily
173,78a22c2f-8513-49ba-95df-227bbb48543e,Giấy bạc nướng (Cuộn),1 cuộn,25000,Đồ dùng nhà bếp,31,https://drive.google.com/uc?export=view&id=1DpOUNv2FiZSYFzk1A3t_OZ21_TTLi6oI,unisex,25_34,neutral,daily
174,fdd4d2f8-60fd-4b2e-ada3-76b372f6a0c0,Miếng rửa chén (Miếng),1 miếng,5000,Dụng cụ vệ sinh,79,https://drive.google.com/uc?export=view&id=1DCY_aW1L4ArKHi8nPM4JixI27W2wRR20,unisex,25_34,neutral,daily
175,c55a887f-03c5-45e6-9934-5f8a9a007306,Bùi nhùi sắt (Gói),1 gói,10000,Dụng cụ vệ sinh,75,https://drive.google.com/uc?export=view&id=1ZzI6k3aSwmRNKajTvd5SyQaZvhGyL8pw,unisex,25_34,neutral,daily
176,2eab34da-0a77-4a39-acbb-0e800b733966,Móc phơi quần áo (Vỉ 10),1 vỉ,35000,Khác,184,https://drive.google.com/uc?export=view&id=1Ns2nbAXw3o6dklMTwiwn5g5PCoGBbrSp,unisex,25_34,neutral,daily
177,991f1b12-1dc2-498a-83bb-75bf860ad56b,Kẹp quần áo (Vỉ 20),1 vỉ,15000,Khác,103,https://drive.google.com/uc?export=view&id=1SxtlhlkoPLJCv_1nvy7qksRCg2w9nZA0,unisex,25_34,neutral,daily
178,d266d4ae-3907-4253-8443-ae1cf4103dde,Thớt nhựa tròn,1 cái,40000,Dụng cụ bếp,22,https://drive.google.com/uc?export=view&id=1qB-xy4JB2dMcNoKhhNpPKzVc4Y3-YDZw,unisex,25_34,neutral,daily
179,116ca6a2-d366-440f-951e-05cd8176868b,Dao thái lan cán vàng,1 cái,12000,Dụng cụ bếp,23,https://drive.google.com/uc?export=view&id=11Z4iBTlEAyx1nPADYn2tnrg2C3GazGlh,unisex,25_34,neutral,daily
180,8f382477-a9b4-44d6-bf2a-59fae61d9166,Kéo cắt giấy/bếp,1 cái,20000,Dụng cụ bếp,154,https://drive.google.com/uc?export=view&id=1uI7imbhQUu-csykuWIuF8JjJiduMtpuY,unisex,25_34,neutral,daily
181,e483f862-1cbe-45fd-bdb1-169e28072fc2,Bật lửa gas,1 cái,3000,Khác,162,https://drive.google.com/uc?export=view&id=1hSqu8r_6PxrGBxFeXHkJPg7dzwrFyP-G,unisex,25_34,neutral,daily
182,04931d60-d635-4729-8b9e-1171306f235b,Nến cây (Gói 5 cây),1 gói,10000,Khác,64,https://drive.google.com/uc?export=view&id=1kLWZySIxqwG26vlVa-eFO4UNkoSz7Nwu,unisex,25_34,neutral,daily
183,5a20e1d3-d558-4cad-ae30-cbb947a1256f,Băng keo trong (Cuộn lớn),1 cuộn,15000,Khác,186,https://drive.google.com/uc?export=view&id=1Rb6ITA9lWZKi93w9euSEyoBU9V5syxM5,unisex,25_34,neutral,daily
184,e366d057-07fc-4551-a1ee-ee55890fbff7,Keo 502 (Chai),1 chai,5000,Khác,76,https://drive.google.com/uc?export=view&id=1gCZApy-6mDjC_E0i4_7AU_oFxkTYyPmD,unisex,25_34,neutral,daily
